ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,fuel_efficiency,season
NG018,Surfer Boat,Lagos-Apapa,August,150.1,Diesel,2780.98,7093.56,Stormy,91.9,0.053973779027537055,Summer
NG018,Surfer Boat,Escravos-Lagos,September,74.44,Diesel,1260.63,3532.99,Calm,76.64,0.05904984015928543,Autumn
NG018,Surfer Boat,Escravos-Lagos,October,73.51,Diesel,1332.75,3409.08,Stormy,70.88,0.05515663102607391,Autumn
NG018,Surfer Boat,Lagos-Apapa,November,171.31,Diesel,2140.45,6324.12,Calm,71.5,0.08003457216940364,Autumn
NG018,Surfer Boat,Lagos-Apapa,December,106.5,Diesel,1548.12,4356.4,Calm,71.23,0.06879311681265018,Winter
NG019,Fishing Trawler,Port Harcourt-Lagos,January,188.94,Diesel,5410.08,14352.13,Calm,92.08,0.03492369798598172,Winter
NG019,Fishing Trawler,Port Harcourt-Lagos,February,59.55,Diesel,1727.47,4456.51,Calm,85.29,0.034472378680961174,Winter
NG019,Fishing Trawler,Escravos-Lagos,March,50.74,Diesel,1100.26,3284.57,Calm,84.38,0.0461163724937742,Spring
NG019,Fishing Trawler,Warri-Bonny,April,124.04,Diesel,3072.12,8189.81,Calm,84.88,0.040376026978112836,Spring
NG019,Fishing Trawler,Lagos-Apapa,May,57.02,HFO,1614.61,4703.31,Stormy,88.63,0.035315029635639573,Spring
NG019,Fishing Trawler,Warri-Bonny,June,126.52,Diesel,3040.42,8794.4,Calm,78.24,0.04161267193348287,Summer
NG019,Fishing Trawler,Escravos-Lagos,July,101.03,HFO,2871.67,8264.78,Moderate,91.55,0.035181619057900106,Summer
NG019,Fishing Trawler,Lagos-Apapa,August,94.5,Diesel,2724.78,7330.98,Stormy,73.97,0.034681699072952675,Summer
NG019,Fishing Trawler,Lagos-Apapa,September,148.66,HFO,3120.76,8682.98,Stormy,78.35,0.04763583229726092,Autumn
NG019,Fishing Trawler,Lagos-Apapa,October,170.89,Diesel,4612.21,13811.49,Stormy,73.89,0.03705165202798658,Autumn
NG019,Fishing Trawler,Warri-Bonny,November,177.26,Diesel,4994.45,14632.07,Calm,83.91,0.03549139544894833,Autumn
NG019,Fishing Trawler,Lagos-Apapa,December,168.28,Diesel,5044.11,12731.54,Stormy,75.23,0.03336168323054018,Winter
NG020,Oil Service Boat,Lagos-Apapa,January,98.82,Diesel,2550.32,6706.7,Moderate,79.87,0.03874807867248031,Winter
NG020,Oil Service Boat,Port Harcourt-Lagos,February,149.95,Diesel,5059.64,13341.84,Moderate,71.2,0.029636495877177028,Winter
NG020,Oil Service Boat,Lagos-Apapa,March,141.31,Diesel,3785.67,10017.88,Moderate,92.56,0.037327606473887054,Spring
NG020,Oil Service Boat,Lagos-Apapa,April,134.49,Diesel,3679.5,9410.46,Calm,85.3,0.03655116184264166,Spring
NG020,Oil Service Boat,Port Harcourt-Lagos,May,25.14,HFO,802.83,2201.69,Calm,92.69,0.031314225925787524,Spring
NG020,Oil Service Boat,Lagos-Apapa,June,137.44,HFO,3459.59,8772.44,Stormy,78.53,0.03972725091701618,Summer
NG020,Oil Service Boat,Lagos-Apapa,July,118.76,Diesel,3617.84,9348.81,Moderate,91.54,0.032826216748114895,Summer
NG020,Oil Service Boat,Warri-Bonny,August,146.7,HFO,3970.47,11420.54,Calm,81.52,0.03694776688905847,Summer
NG020,Oil Service Boat,Escravos-Lagos,September,146.46,HFO,4226.71,12390.7,Calm,80.05,0.03465106430296851,Autumn
NG020,Oil Service Boat,Port Harcourt-Lagos,October,43.94,Diesel,1250.62,3536.87,Stormy,93.5,0.035134573251667175,Autumn
NG020,Oil Service Boat,Port Harcourt-Lagos,November,98.02,HFO,2541.75,6967.32,Calm,76.45,0.03856398150880299,Autumn
NG020,Oil Service Boat,Lagos-Apapa,December,86.94,HFO,2602.59,6916.44,Calm,79.64,0.033405184835106565,Winter
NG021,Surfer Boat,Lagos-Apapa,January,79.49,Diesel,997.81,2570.9,Moderate,80.85,0.07966446517874144,Winter
NG021,Surfer Boat,Port Harcourt-Lagos,February,91.03,Diesel,1524.31,3820.28,Moderate,92.16,0.059718823598874246,Winter
NG021,Surfer Boat,Lagos-Apapa,March,84.7,Diesel,1664.31,4952.87,Stormy,83.55,0.05089196123318372,Spring
NG021,Surfer Boat,Escravos-Lagos,April,48.8,Diesel,893.45,2411.85,Stormy,82.01,0.05461973249762157,Spring
NG021,Surfer Boat,Escravos-Lagos,May,151.59,Diesel,2651.94,7070.14,Calm,94.39,0.057161926740423995,Spring
NG021,Surfer Boat,Port Harcourt-Lagos,June,144.64,Diesel,2150.85,5399.16,Moderate,86.2,0.06724783225236534,Summer
NG021,Surfer Boat,Port Harcourt-Lagos,July,149.94,Diesel,1714.08,4692.99,Calm,76.71,0.08747549705964716,Summer
NG021,Surfer Boat,Warri-Bonny,August,195.8,Diesel,3199.53,9311.24,Moderate,77.66,0.0611964882342094,Summer
NG021,Surfer Boat,Warri-Bonny,September,188.8,Diesel,3031.95,8712.31,Calm,74.89,0.06227015617012155,Autumn
NG021,Surfer Boat,Port Harcourt-Lagos,October,59.24,Diesel,597.95,1776.85,Moderate,71.08,0.0990718287482231,Autumn
NG021,Surfer Boat,Port Harcourt-Lagos,November,78.33,Diesel,864.43,2489.25,Moderate,75.51,0.09061462466596486,Autumn
NG021,Surfer Boat,Warri-Bonny,December,177.1,Diesel,2262.22,6635.75,Moderate,72.19,0.07828593151859678,Winter
NG022,Oil Service Boat,Escravos-Lagos,January,65.09,Diesel,1639.52,4268.91,Calm,70.9,0.03970064409095345,Winter
NG022,Oil Service Boat,Port Harcourt-Lagos,February,80.94,Diesel,2794.15,7331.74,Calm,70.28,0.028967664584936385,Winter
NG022,Oil Service Boat,Lagos-Apapa,March,111.83,HFO,2931.78,8441.66,Stormy,93.23,0.03814406265135856,Spring
NG022,Oil Service Boat,Lagos-Apapa,April,144.78,HFO,3654.0,10239.48,Moderate,72.53,0.03962233169129721,Spring
NG022,Oil Service Boat,Port Harcourt-Lagos,May,104.87,HFO,3595.51,9075.2,Calm,71.44,0.029166933202800158,Spring
NG022,Oil Service Boat,Lagos-Apapa,June,118.46,HFO,3977.01,10237.31,Stormy,74.42,0.029786196162443643,Summer
NG022,Oil Service Boat,Port Harcourt-Lagos,July,142.81,Diesel,4507.52,11394.97,Calm,85.88,0.03168261039329831,Summer
NG022,Oil Service Boat,Port Harcourt-Lagos,August,131.17,Diesel,3455.18,10315.59,Stormy,92.23,0.0379632899009603,Summer
NG022,Oil Service Boat,Lagos-Apapa,September,58.76,Diesel,2035.11,5758.81,Calm,81.51,0.028873132164846126,Autumn
NG022,Oil Service Boat,Port Harcourt-Lagos,October,112.1,Diesel,3427.21,9190.04,Moderate,70.46,0.032708821461188545,Autumn
NG022,Oil Service Boat,Escravos-Lagos,November,119.8,Diesel,3819.56,10191.39,Stormy,87.11,0.031364869251955724,Autumn
NG022,Oil Service Boat,Warri-Bonny,December,56.92,Diesel,1468.97,3842.0,Stormy,87.56,0.03874823856171331,Winter
NG023,Oil Service Boat,Lagos-Apapa,January,58.23,HFO,1699.53,4978.93,Moderate,77.69,0.034262413726147814,Winter
NG023,Oil Service Boat,Warri-Bonny,February,88.7,Diesel,2581.1,7472.59,Calm,76.97,0.03436519313471001,Winter
NG023,Oil Service Boat,Warri-Bonny,March,53.49,HFO,1656.17,4566.03,Moderate,85.52,0.03229740908240096,Spring
NG023,Oil Service Boat,Warri-Bonny,April,103.91,Diesel,2971.8,8699.04,Stormy,81.89,0.03496534087085268,Spring
NG023,Oil Service Boat,Port Harcourt-Lagos,May,87.17,HFO,2651.01,6926.5,Moderate,70.69,0.03288180731117574,Spring
NG023,Oil Service Boat,Escravos-Lagos,June,89.54,HFO,2681.88,7056.44,Moderate,89.57,0.0333870270109028,Summer
NG023,Oil Service Boat,Port Harcourt-Lagos,July,119.39,HFO,3939.71,11380.27,Calm,74.09,0.03030426097352343,Summer
NG023,Oil Service Boat,Warri-Bonny,August,24.39,HFO,846.01,2408.78,Stormy,84.64,0.02882944646044373,Summer
NG023,Oil Service Boat,Escravos-Lagos,September,126.22,Diesel,4211.08,11335.36,Calm,85.1,0.029973308509930945,Autumn
NG023,Oil Service Boat,Warri-Bonny,October,62.68,Diesel,1954.11,5474.73,Calm,78.68,0.03207598344003153,Autumn
NG023,Oil Service Boat,Lagos-Apapa,November,45.26,Diesel,1511.04,4101.19,Stormy,81.2,0.02995288013553579,Autumn
NG023,Oil Service Boat,Warri-Bonny,December,69.01,HFO,1880.5,5418.76,Stormy,87.39,0.03669768678542941,Winter
NG024,Tanker Ship,Lagos-Apapa,January,65.09,Diesel,2905.25,7913.94,Calm,94.32,0.022404268135272354,Winter
NG024,Tanker Ship,Port Harcourt-Lagos,February,91.8,HFO,4366.78,12138.52,Moderate,83.58,0.02102235514498097,Winter
NG024,Tanker Ship,Escravos-Lagos,March,149.01,HFO,5384.01,15352.62,Moderate,91.94,0.02767639733210005,Spring
NG024,Tanker Ship,Escravos-Lagos,April,86.1,HFO,4287.66,11212.65,Calm,93.93,0.020080883278991338,Spring
NG024,Tanker Ship,Port Harcourt-Lagos,May,485.87,Diesel,21327.56,56312.51,Moderate,90.51,0.022781321445116083,Spring
NG024,Tanker Ship,Warri-Bonny,June,117.2,HFO,4671.66,13171.16,Calm,93.67,0.02508744215118395,Summer
NG024,Tanker Ship,Lagos-Apapa,July,274.41,HFO,10317.72,27686.92,Moderate,80.56,0.02659599213779789,Summer
NG024,Tanker Ship,Port Harcourt-Lagos,August,182.72,Diesel,6679.56,17773.93,Moderate,93.76,0.02735509524579463,Summer
NG024,Tanker Ship,Escravos-Lagos,September,297.36,Diesel,13897.02,40922.2,Moderate,94.48,0.02139739311017758,Autumn
NG024,Tanker Ship,Warri-Bonny,October,242.97,HFO,7897.76,22654.04,Calm,88.94,0.030764419278377666,Autumn
NG024,Tanker Ship,Escravos-Lagos,November,416.14,Diesel,17607.05,48894.32,Stormy,81.39,0.023634850812600635,Autumn
NG024,Tanker Ship,Warri-Bonny,December,120.74,Diesel,4010.93,12004.61,Calm,92.43,0.030102744251333233,Winter
NG025,Oil Service Boat,Warri-Bonny,January,95.41,HFO,3133.45,9210.04,Calm,89.9,0.03044886626561777,Winter
NG025,Oil Service Boat,Escravos-Lagos,February,107.46,Diesel,3469.11,9147.38,Moderate,73.61,0.030976244627584595,Winter
NG025,Oil Service Boat,Escravos-Lagos,March,57.51,Diesel,1931.55,4916.1,Moderate,87.53,0.02977401568688359,Spring
NG025,Oil Service Boat,Port Harcourt-Lagos,April,116.46,HFO,3616.91,9390.78,Moderate,90.4,0.03219875529111866,Spring
NG025,Oil Service Boat,Warri-Bonny,May,20.58,Diesel,537.18,1522.09,Stormy,83.72,0.03831118060985145,Spring
NG025,Oil Service Boat,Escravos-Lagos,June,55.38,HFO,1701.83,4840.15,Moderate,94.15,0.0325414406844397,Summer
NG025,Oil Service Boat,Lagos-Apapa,July,116.16,Diesel,3374.08,8834.51,Moderate,81.96,0.03442716236722306,Summer
NG025,Oil Service Boat,Port Harcourt-Lagos,August,149.51,HFO,4713.61,13401.45,Calm,87.28,0.031718788783968124,Summer
NG025,Oil Service Boat,Escravos-Lagos,September,132.92,Diesel,3893.55,10583.35,Moderate,76.15,0.03413851112737733,Autumn
NG025,Oil Service Boat,Port Harcourt-Lagos,October,44.42,Diesel,1298.5,3615.99,Moderate,79.77,0.03420870234886408,Autumn
NG025,Oil Service Boat,Warri-Bonny,November,99.94,Diesel,3159.82,8923.79,Moderate,75.41,0.031628383895285175,Autumn
NG025,Oil Service Boat,Escravos-Lagos,December,40.36,Diesel,1159.76,2957.64,Calm,89.77,0.03480030351107125,Winter
NG026,Oil Service Boat,Escravos-Lagos,January,116.69,Diesel,3619.39,10736.32,Calm,86.27,0.032240239377353645,Winter
NG026,Oil Service Boat,Escravos-Lagos,February,21.11,Diesel,618.57,1789.58,Calm,81.47,0.034127099600691914,Winter
NG026,Oil Service Boat,Port Harcourt-Lagos,March,90.67,Diesel,2435.69,6402.17,Moderate,78.9,0.03722559110560047,Spring
NG026,Oil Service Boat,Warri-Bonny,April,69.39,HFO,2314.97,5805.05,Calm,81.72,0.02997447051149691,Spring
NG026,Oil Service Boat,Lagos-Apapa,May,123.09,Diesel,3902.97,10306.37,Moderate,75.15,0.03153752142599098,Spring
NG026,Oil Service Boat,Lagos-Apapa,June,46.3,HFO,1556.45,4080.87,Stormy,79.42,0.029747181085161743,Summer
NG026,Oil Service Boat,Port Harcourt-Lagos,July,79.29,HFO,2365.69,6279.92,Stormy,74.78,0.033516648419699965,Summer
NG026,Oil Service Boat,Warri-Bonny,August,86.94,Diesel,2257.48,5963.28,Moderate,76.82,0.03851196909828658,Summer
NG026,Oil Service Boat,Port Harcourt-Lagos,September,76.14,HFO,2370.51,7091.6,Calm,83.0,0.03211967045066251,Autumn
NG026,Oil Service Boat,Escravos-Lagos,October,111.16,HFO,3490.6,9870.22,Calm,75.47,0.031845527989457396,Autumn
NG026,Oil Service Boat,Warri-Bonny,November,59.2,Diesel,1855.35,5511.37,Calm,78.75,0.03190772630500984,Autumn
NG026,Oil Service Boat,Escravos-Lagos,December,74.35,HFO,2391.61,6789.18,Moderate,88.16,0.031087844590046033,Winter
NG027,Oil Service Boat,Escravos-Lagos,January,70.18,HFO,2442.33,7137.17,Moderate,72.99,0.02873485565013737,Winter
NG027,Oil Service Boat,Warri-Bonny,February,132.71,Diesel,4402.34,11167.9,Moderate,93.17,0.030145331800815023,Winter
NG027,Oil Service Boat,Warri-Bonny,March,145.24,Diesel,4355.72,12783.02,Stormy,92.2,0.033344659436327403,Spring
NG027,Oil Service Boat,Escravos-Lagos,April,124.55,HFO,3221.29,9405.04,Calm,93.48,0.038664634354559815,Spring
NG027,Oil Service Boat,Port Harcourt-Lagos,May,56.62,Diesel,1567.98,4073.16,Stormy,74.2,0.03611015446625594,Spring
NG027,Oil Service Boat,Escravos-Lagos,June,75.4,HFO,2228.26,5797.49,Moderate,93.2,0.033838061985585165,Summer
NG027,Oil Service Boat,Escravos-Lagos,July,48.44,Diesel,1521.47,4171.58,Moderate,89.5,0.031837630712403135,Summer
NG027,Oil Service Boat,Port Harcourt-Lagos,August,72.18,Diesel,2278.17,6027.09,Stormy,88.48,0.03168332477383163,Summer
NG027,Oil Service Boat,Lagos-Apapa,September,123.37,Diesel,3651.09,10789.23,Calm,73.17,0.03378990931475258,Autumn
NG027,Oil Service Boat,Warri-Bonny,October,82.41,Diesel,2577.71,7055.33,Stormy,90.0,0.03197023714847675,Autumn
NG027,Oil Service Boat,Lagos-Apapa,November,51.36,Diesel,1341.02,3385.15,Calm,83.38,0.03829920508269825,Autumn
NG027,Oil Service Boat,Port Harcourt-Lagos,December,105.32,HFO,3220.73,9016.57,Stormy,84.24,0.032700661030263325,Winter
NG028,Surfer Boat,Escravos-Lagos,January,50.49,Diesel,911.43,2466.31,Calm,83.71,0.055396464895823054,Winter
NG028,Surfer Boat,Escravos-Lagos,February,199.66,Diesel,2408.12,6655.18,Calm,93.63,0.0829111506071126,Winter
NG028,Surfer Boat,Port Harcourt-Lagos,March,161.15,Diesel,2398.63,6323.16,Calm,74.82,0.06718418430520756,Spring
NG028,Surfer Boat,Escravos-Lagos,April,176.37,Diesel,1878.65,4900.56,Calm,89.74,0.09388124451068586,Spring
NG028,Surfer Boat,Warri-Bonny,May,163.95,Diesel,2361.21,5953.0,Stormy,84.6,0.06943473896857966,Spring
NG028,Surfer Boat,Warri-Bonny,June,97.93,Diesel,1208.32,3328.55,Calm,76.77,0.08104641154661017,Summer
NG028,Surfer Boat,Lagos-Apapa,July,80.13,Diesel,1147.85,3081.36,Calm,86.62,0.06980877292329138,Summer
NG028,Surfer Boat,Lagos-Apapa,August,56.25,Diesel,748.0,2136.58,Calm,94.29,0.07520053475935828,Summer
NG028,Surfer Boat,Escravos-Lagos,September,111.94,Diesel,2069.27,5984.36,Calm,78.53,0.054096372150565175,Autumn
NG028,Surfer Boat,Escravos-Lagos,October,143.42,Diesel,2604.36,7652.68,Moderate,83.18,0.05506919166321091,Autumn
NG028,Surfer Boat,Lagos-Apapa,November,145.07,Diesel,1926.59,5701.91,Calm,87.04,0.07529884407164991,Autumn
NG028,Surfer Boat,Escravos-Lagos,December,161.25,Diesel,2223.46,5679.22,Stormy,79.91,0.0725221051874106,Winter
NG029,Oil Service Boat,Lagos-Apapa,January,102.75,HFO,3509.4,10310.95,Calm,85.79,0.02927850914686271,Winter
NG029,Oil Service Boat,Warri-Bonny,February,109.11,HFO,3463.74,9329.6,Moderate,93.53,0.03150063226454642,Winter
NG029,Oil Service Boat,Lagos-Apapa,March,127.94,Diesel,3880.47,10708.58,Stormy,71.19,0.032970232987241235,Spring
NG029,Oil Service Boat,Lagos-Apapa,April,125.84,HFO,3682.11,10565.0,Calm,84.25,0.03417605666316324,Spring
NG029,Oil Service Boat,Lagos-Apapa,May,46.93,Diesel,1383.17,4103.98,Stormy,86.05,0.03392930731580355,Spring
NG029,Oil Service Boat,Port Harcourt-Lagos,June,73.36,Diesel,2092.97,6085.27,Moderate,82.87,0.03505066962259373,Summer
NG029,Oil Service Boat,Lagos-Apapa,July,45.85,Diesel,1229.24,3194.38,Stormy,84.61,0.03729946959096678,Summer
NG029,Oil Service Boat,Port Harcourt-Lagos,August,85.2,HFO,2884.59,8144.91,Moderate,78.68,0.029536259919087288,Summer
NG029,Oil Service Boat,Port Harcourt-Lagos,September,148.29,Diesel,4784.83,14176.15,Calm,92.02,0.030991696674698994,Autumn
NG029,Oil Service Boat,Lagos-Apapa,October,37.16,HFO,1202.46,3089.79,Calm,72.66,0.030903314871180743,Autumn
NG029,Oil Service Boat,Port Harcourt-Lagos,November,111.21,Diesel,3728.18,10477.94,Calm,91.23,0.029829568314834583,Autumn
NG029,Oil Service Boat,Port Harcourt-Lagos,December,125.81,HFO,4123.7,10755.6,Stormy,79.42,0.030509008899774478,Winter
NG030,Fishing Trawler,Port Harcourt-Lagos,January,178.42,Diesel,4428.52,11684.43,Calm,72.05,0.040288854967348,Winter
NG030,Fishing Trawler,Lagos-Apapa,February,116.18,Diesel,3149.58,8825.4,Stormy,78.21,0.03688745801027439,Winter
NG030,Fishing Trawler,Port Harcourt-Lagos,March,52.83,HFO,1268.79,3585.41,Calm,89.61,0.041638096138840945,Spring
NG030,Fishing Trawler,Lagos-Apapa,April,197.35,HFO,4085.84,11880.69,Stormy,75.81,0.04830096136902081,Spring
NG030,Fishing Trawler,Lagos-Apapa,May,90.8,Diesel,2173.52,5582.82,Calm,72.58,0.04177555301998601,Spring
NG030,Fishing Trawler,Port Harcourt-Lagos,June,159.71,HFO,3630.67,10442.54,Calm,73.67,0.043989125973993785,Summer
NG030,Fishing Trawler,Warri-Bonny,July,56.54,HFO,1278.36,3341.75,Moderate,88.14,0.044228542820488756,Summer
NG030,Fishing Trawler,Escravos-Lagos,August,169.72,Diesel,5088.27,13786.21,Moderate,79.06,0.03335514821343993,Summer
NG030,Fishing Trawler,Warri-Bonny,September,84.41,Diesel,1730.23,4416.29,Stormy,93.28,0.048785421591349125,Autumn
NG030,Fishing Trawler,Escravos-Lagos,October,104.55,HFO,2977.87,7719.69,Calm,75.67,0.03510898729628896,Autumn
NG030,Fishing Trawler,Warri-Bonny,November,184.31,Diesel,4705.79,13278.47,Calm,80.53,0.03916664364538154,Autumn
NG030,Fishing Trawler,Escravos-Lagos,December,192.57,Diesel,3950.67,11202.54,Stormy,93.98,0.04874363082717615,Winter
NG031,Fishing Trawler,Lagos-Apapa,January,119.07,Diesel,3379.44,9940.69,Calm,83.56,0.035233648178396415,Winter
NG031,Fishing Trawler,Warri-Bonny,February,142.02,Diesel,3229.17,8272.74,Stormy,70.44,0.0439803416977118,Winter
NG031,Fishing Trawler,Escravos-Lagos,March,153.6,HFO,3924.42,11714.41,Calm,84.44,0.039139541639274085,Spring
NG031,Fishing Trawler,Warri-Bonny,April,173.93,HFO,4378.45,12796.79,Stormy,94.59,0.039724103278557486,Spring
NG031,Fishing Trawler,Port Harcourt-Lagos,May,132.95,Diesel,3895.75,11071.89,Moderate,73.91,0.03412693319643201,Spring
NG031,Fishing Trawler,Warri-Bonny,June,163.94,Diesel,4122.72,11938.53,Moderate,85.64,0.039765009508285785,Summer
NG031,Fishing Trawler,Warri-Bonny,July,112.35,HFO,2928.31,7878.63,Stormy,84.84,0.03836683957641097,Summer
NG031,Fishing Trawler,Escravos-Lagos,August,127.69,HFO,2761.43,6998.65,Calm,84.43,0.046240534795377757,Summer
NG031,Fishing Trawler,Lagos-Apapa,September,195.73,HFO,4445.42,11503.01,Calm,71.63,0.04402958550598143,Autumn
NG031,Fishing Trawler,Lagos-Apapa,October,90.3,HFO,1891.16,5468.73,Calm,81.8,0.0477484718373908,Autumn
NG031,Fishing Trawler,Escravos-Lagos,November,85.73,Diesel,2432.55,6717.69,Stormy,78.56,0.03524285215103492,Autumn
NG031,Fishing Trawler,Port Harcourt-Lagos,December,120.54,Diesel,3137.42,7948.62,Calm,71.47,0.03842010314207215,Winter
NG032,Tanker Ship,Port Harcourt-Lagos,January,453.14,HFO,21961.99,65037.14,Stormy,70.12,0.020632920787232847,Winter
NG032,Tanker Ship,Port Harcourt-Lagos,February,396.65,Diesel,19150.2,49427.38,Calm,78.79,0.020712577414335097,Winter
NG032,Tanker Ship,Port Harcourt-Lagos,March,280.92,Diesel,13611.66,35537.02,Moderate,77.26,0.02063818814163739,Spring
NG032,Tanker Ship,Escravos-Lagos,April,404.44,Diesel,16565.5,45631.07,Moderate,76.19,0.02441459660137032,Spring
NG032,Tanker Ship,Escravos-Lagos,May,348.93,Diesel,16919.62,48565.92,Calm,88.55,0.020622803585423316,Spring
NG032,Tanker Ship,Port Harcourt-Lagos,June,317.2,HFO,10763.02,31798.24,Stormy,86.21,0.029471282223762472,Summer
NG032,Tanker Ship,Lagos-Apapa,July,276.72,HFO,11914.77,32859.83,Calm,77.02,0.02322495524462495,Summer
NG032,Tanker Ship,Escravos-Lagos,August,111.72,Diesel,4098.19,10954.68,Stormy,74.78,0.027260815140342447,Summer
NG032,Tanker Ship,Port Harcourt-Lagos,September,136.97,Diesel,4733.49,14040.17,Moderate,87.94,0.028936366190696505,Autumn
NG032,Tanker Ship,Port Harcourt-Lagos,October,74.78,Diesel,3164.84,8375.31,Moderate,86.11,0.02362836667888424,Autumn
NG032,Tanker Ship,Warri-Bonny,November,183.77,HFO,6814.82,19892.07,Calm,81.98,0.026966229482216702,Autumn
NG032,Tanker Ship,Lagos-Apapa,December,129.96,HFO,4911.56,14207.9,Calm,78.55,0.026460024920799095,Winter
NG033,Oil Service Boat,Lagos-Apapa,January,42.22,HFO,1196.1,3267.01,Stormy,90.64,0.03529805200234094,Winter
NG033,Oil Service Boat,Warri-Bonny,February,122.92,Diesel,4096.55,10579.78,Calm,84.81,0.030005736534400897,Winter
NG033,Oil Service Boat,Lagos-Apapa,March,41.3,HFO,1351.18,3471.03,Calm,84.66,0.030565875753045483,Spring
NG033,Oil Service Boat,Escravos-Lagos,April,76.21,Diesel,2371.08,6269.5,Calm,78.01,0.03214147139700052,Spring
NG033,Oil Service Boat,Lagos-Apapa,May,128.17,HFO,3322.06,9267.98,Calm,88.53,0.03858148257406548,Spring
NG033,Oil Service Boat,Escravos-Lagos,June,117.24,HFO,3530.47,10465.35,Stormy,93.33,0.033208043121737335,Summer
NG033,Oil Service Boat,Escravos-Lagos,July,91.81,HFO,2731.01,7276.37,Stormy,77.8,0.033617599349691135,Summer
NG033,Oil Service Boat,Lagos-Apapa,August,30.59,Diesel,885.05,2334.45,Calm,94.09,0.034563019038472406,Summer
NG033,Oil Service Boat,Escravos-Lagos,September,65.41,HFO,2204.43,6020.19,Calm,81.55,0.02967206942384199,Autumn
NG033,Oil Service Boat,Lagos-Apapa,October,127.82,Diesel,4352.54,12953.09,Calm,89.58,0.029366760558202795,Autumn
NG033,Oil Service Boat,Lagos-Apapa,November,46.73,Diesel,1328.9,3536.98,Calm,85.59,0.03516442170215968,Autumn
NG033,Oil Service Boat,Lagos-Apapa,December,87.8,HFO,2891.55,8547.0,Calm,88.64,0.03036433746606491,Winter
NG034,Surfer Boat,Warri-Bonny,January,133.7,Diesel,2056.93,6096.58,Moderate,93.82,0.06499978122736311,Winter
NG034,Surfer Boat,Lagos-Apapa,February,45.96,Diesel,657.94,1753.81,Moderate,71.33,0.06985439401769158,Winter
NG034,Surfer Boat,Port Harcourt-Lagos,March,46.16,Diesel,510.11,1429.25,Calm,82.52,0.09049028640881378,Spring
NG034,Surfer Boat,Lagos-Apapa,April,102.86,Diesel,1157.14,3378.35,Calm,78.44,0.08889157751006792,Spring
NG034,Surfer Boat,Escravos-Lagos,May,130.82,Diesel,2317.01,6664.31,Moderate,88.72,0.056460697191639216,Spring
NG034,Surfer Boat,Port Harcourt-Lagos,June,183.03,Diesel,2657.55,6870.3,Moderate,71.2,0.06887170514195405,Summer
NG034,Surfer Boat,Escravos-Lagos,July,107.69,Diesel,1296.57,3317.65,Calm,79.2,0.083057605836939,Summer
NG034,Surfer Boat,Escravos-Lagos,August,190.55,Diesel,2445.97,6932.22,Calm,84.11,0.07790365376517293,Summer
NG034,Surfer Boat,Port Harcourt-Lagos,September,138.38,Diesel,2079.81,5302.76,Stormy,82.93,0.0665349238632375,Autumn
NG034,Surfer Boat,Escravos-Lagos,October,99.72,Diesel,1899.94,5461.75,Moderate,77.37,0.052485867974778146,Autumn
NG034,Surfer Boat,Port Harcourt-Lagos,November,35.57,Diesel,411.14,1200.48,Moderate,94.45,0.08651554215109208,Autumn
NG034,Surfer Boat,Warri-Bonny,December,158.83,Diesel,1720.68,4683.28,Stormy,81.66,0.09230652997652092,Winter
NG035,Fishing Trawler,Port Harcourt-Lagos,January,181.72,Diesel,4957.67,14847.03,Calm,88.51,0.036654315434468204,Winter
NG035,Fishing Trawler,Escravos-Lagos,February,124.67,HFO,2816.44,8150.61,Moderate,70.01,0.04426510062348213,Winter
NG035,Fishing Trawler,Port Harcourt-Lagos,March,132.46,HFO,3345.33,9659.37,Calm,93.83,0.03959549581057773,Spring
NG035,Fishing Trawler,Warri-Bonny,April,170.88,Diesel,4849.39,12140.21,Calm,83.08,0.03523742161385246,Spring
NG035,Fishing Trawler,Lagos-Apapa,May,127.75,HFO,2942.16,8502.55,Moderate,76.28,0.04342048019142399,Spring
NG035,Fishing Trawler,Port Harcourt-Lagos,June,190.58,HFO,5141.35,13793.36,Moderate,92.18,0.037068085230532836,Summer
NG035,Fishing Trawler,Port Harcourt-Lagos,July,92.16,HFO,2203.1,6449.77,Stormy,73.02,0.041831964050655895,Summer
NG035,Fishing Trawler,Warri-Bonny,August,100.91,Diesel,3014.68,8736.39,Moderate,84.56,0.03347287274271233,Summer
NG035,Fishing Trawler,Escravos-Lagos,September,182.15,HFO,4799.08,12304.07,Calm,75.62,0.03795519141168724,Autumn
NG035,Fishing Trawler,Port Harcourt-Lagos,October,100.77,HFO,2526.98,7289.02,Stormy,91.51,0.03987764050368424,Autumn
NG035,Fishing Trawler,Port Harcourt-Lagos,November,75.6,Diesel,1751.39,5103.37,Calm,70.31,0.0431657140899514,Autumn
NG035,Fishing Trawler,Warri-Bonny,December,78.12,Diesel,2151.93,6029.58,Moderate,85.31,0.036302296078404045,Winter
NG036,Tanker Ship,Escravos-Lagos,January,448.32,HFO,18754.7,53733.29,Calm,86.66,0.02390440796173759,Winter
NG036,Tanker Ship,Escravos-Lagos,February,165.73,Diesel,6384.08,17499.87,Calm,75.4,0.025959887720705253,Winter
NG036,Tanker Ship,Escravos-Lagos,March,254.38,HFO,11098.2,32881.74,Stormy,71.52,0.022920834009118592,Spring
